JOB TITLE,MIN SALARY ESTIMATION,MAX SALARY ESTIMATION,RATING,COMPANY NAME,LOCATION,HEAD QUARTERS,COMPANY AGE,COMPANY TYPE,INDUSTRY,SECTOR,REVENUE,data_job_role,EXCEL,SQL,PYTHON,TABLEAU,POWER BI,BACHELOR'S DEGREE REQUIREMENT,MASTER'S DEGREE REQUIREMENT,PHD DEGREE REQUIREMENT,COMPANY_AGE,COMPANY_SIZE
Data Scientist,124000,198000,0,Navio,"San Mateo, CA","Half Moon Bay, CA",-1,-1,-1,-1,-1,scientist,0,0,0,0,0,0,0,0,-1,-1
Data Scientist,124000,198000,3.3,Concerto HealthAI,"Boston, MA","Boston, MA",5,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,scientist,0,0,1,0,0,0,0,1,5,L
Data Scientist,124000,198000,0,Evolvinc,"Burbank, CA","Los Angeles, CA",18,Private,IT Services,Information Technology,-1,scientist,1,1,1,0,0,0,0,0,18,S
Data Scientist,124000,198000,5,PROPRIUS,"Sunnyvale, CA","London, United Kingdom",-1,Private,Enterprise Software & Network Solutions,Information Technology,-1,scientist,0,0,1,1,0,0,0,1,-1,S
Data Scientist,124000,198000,3.4,TECHNOCRAFT Solutions,"San Ramon, CA","Hilliard, OH",-1,Private,Advertising & Marketing,Business Services,$1 to $5 million,scientist,0,1,1,0,0,0,0,0,-1,S
Data Scientist,124000,198000,4.1,"Latitude, Inc.","Washington, DC","Hanover, MD",-1,Private,Consulting,Business Services,$1 to $5 million,scientist,0,1,1,1,0,0,1,0,-1,S
Data Scientist,124000,198000,5,Royce Geospatial,"Springfield, VA","Arlington, VA",9,Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million,scientist,0,1,1,0,0,0,0,0,9,M
Data Scientist,124000,198000,4.2,CyberCoders,"Phoenix, AZ","Irvine, CA",24,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million,scientist,0,1,1,0,0,0,0,0,24,L
Data Scientist,124000,198000,3.7,Booz Allen Hamilton Inc.,"Oxnard, CA","Mc Lean, VA",109,Public,Consulting,Business Services,$5 to $10 billion,scientist,0,0,1,1,0,0,0,0,109,L
Data Scientist,124000,198000,3.8,Burns & McDonnell,"Kansas City, MO","Kansas City, MO",125,Private,Architectural & Engineering Services,Business Services,$1 to $2 billion,scientist,1,1,1,0,0,1,0,0,125,L
Data Scientist,124000,198000,4.8,InvenTech Info,"Jersey City, NJ","Bengaluru, India",13,Private,IT Services,Information Technology,$1 to $5 million,scientist,0,1,1,0,0,0,0,0,13,L
Data Scientist,124000,198000,3.5,Robert Half,"Manchester, NH","Menlo Park, CA",75,Public,Staffing & Outsourcing,Business Services,$2 to $5 billion,scientist,0,1,1,0,0,0,1,0,75,L
Analytics - Business Assurance Data Analyst,124000,198000,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",31,Private,Lending,Finance,$100 to $500 million,analyst,1,1,0,1,0,0,0,0,31,L
Data Scientist,124000,198000,4.5,Conflux Systems Inc.,"Winters, TX","Alpharetta, GA",-1,Private,Accounting,Accounting & Legal,Less than $1 million,scientist,1,1,1,0,0,0,0,0,-1,S
Data Scientist,124000,198000,3.9,Criteo,"Ann Arbor, MI","Paris, France",18,Public,Internet,Information Technology,$2 to $5 billion,scientist,0,0,1,0,0,0,0,0,18,L
Data Scientist,124000,198000,3.4,Voice,"Brooklyn, NY",-1,-1,Private,-1,-1,-1,scientist,0,0,1,0,0,1,0,0,-1,-1
Data Scientist,124000,198000,0,Microagility,"New York, NY","Princeton, NJ",-1,Private,Consulting,Business Services,$1 to $5 million,scientist,1,1,0,0,0,0,0,0,-1,S
Data Scientist,124000,198000,4.1,Coverent,"McLean, VA","McLean, VA",15,Private,Consulting,Business Services,$10 to $25 million,scientist,1,0,1,0,0,1,1,0,15,M
Data Scientist,79000,133000,3.7,Via Transportation,"New York, NY","New York, NY",11,Private,Internet,Information Technology,-1,scientist,0,1,1,1,0,0,0,1,11,L
Senior Data Scientist,79000,133000,3.5,Benson Hill,"Saint Louis, MO","Saint Louis, MO",11,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,scientist,1,0,1,0,0,0,0,1,11,L
Data Scientist,79000,133000,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",-1,Private,Consulting,Business Services,$5 to $10 million,scientist,0,0,0,0,0,0,0,0,-1,M
Data Scientist,79000,133000,0,Falcon IT & Staffing Solutions,"Fort Belvoir, VA","Washington, DC",-1,Public,-1,-1,-1,scientist,1,0,1,0,0,0,1,0,-1,-1
Data Scientist,79000,133000,0,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",-1,Private,-1,-1,-1,scientist,1,0,0,0,0,1,0,1,-1,S
Data Engineer,79000,133000,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",15,Private,Computer Hardware & Software,Information Technology,$50 to $100 million,engineer,1,1,1,0,0,0,0,0,15,M
Data Scientist,79000,133000,3.6,DataLab USA,"Germantown, MD","Germantown, MD",-1,Private,IT Services,Information Technology,-1,scientist,1,1,1,1,0,0,0,1,-1,M
Data Scientist,79000,133000,3.1,Werner Enterprises Inc,"Omaha, NE","Omaha, NE",67,Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion,scientist,0,0,0,0,0,0,0,0,67,L
Data Scientist,79000,133000,5,PeopleCom,"McLean, VA","Reston, VA",-1,Private,-1,-1,$1 to $5 million,scientist,0,1,1,0,0,0,0,1,-1,S
Data Scientist - Machine Learning,79000,133000,5,VANTA Partners,"Open Fork, VA","Clifton Park, NY",5,Private,Staffing & Outsourcing,Business Services,-1,scientist,0,0,1,0,0,0,0,0,5,S
Data Scientist,79000,133000,0,B4Corp,"Reston, VA","Leesburg, VA",-1,Private,IT Services,Information Technology,-1,scientist,1,1,1,0,0,0,0,0,-1,M
Data Scientist,79000,133000,0,"Blue Icy Water, LLC",United States,"Livonia, MI",-1,Private,-1,-1,-1,scientist,1,0,0,0,0,0,0,0,-1,S
Data Scientist,79000,133000,3.5,"Farmer's Business Network, Inc.","San Carlos, CA","San Carlos, CA",9,Private,Farm Support Services,Agriculture & Forestry,-1,scientist,1,0,1,0,0,0,0,0,9,L
Data Scientist,79000,133000,0,Sonde Health,"Boston, MA","Boston, MA",-1,Private,Health Care Services & Hospitals,Health Care,Less than $1 million,scientist,0,0,1,0,0,0,1,0,-1,S
Data Scientist,79000,133000,5,Maxiom,"Ashburn, VA","Ashburn, VA",-1,Public,-1,-1,-1,scientist,1,1,1,1,0,0,0,0,-1,S
Data Scientist,79000,133000,2.7,Change Healthcare,"Lombard, IL","Nashville, TN",16,Public,IT Services,Information Technology,-1,scientist,1,1,0,0,0,1,0,0,16,L
Data Scientist,79000,133000,4.1,DCS Corp,"Hampton, VA","Alexandria, VA",46,Private,Research & Development,Business Services,$100 to $500 million,scientist,1,0,1,0,0,0,0,0,46,L
Data Scientist,79000,133000,2.1,Hive (CA),"San Francisco, CA","Los Angeles, CA",4,Private,Telecommunications Services,Telecommunications,-1,scientist,0,1,1,0,0,0,0,0,4,-1
Machine Learning Engineer/Scientist,79000,133000,4.8,Jane Street,"New York, NY","New York, NY",23,Private,Investment Banking & Asset Management,Finance,-1,scientist,0,0,0,0,0,0,0,0,23,L
Data Scientist - Intermediate,69000,116000,4.5,Envision LLC,"Saint Louis, MO","Saint Louis, MO",29,Private,Staffing & Outsourcing,Business Services,$25 to $50 million,scientist,1,0,1,0,0,0,0,1,29,L
Principal Data Scientist,69000,116000,4,Autodesk,"San Francisco, CA","San Rafael, CA",41,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion,scientist,1,0,1,0,0,0,0,0,41,L
Data Scientist,69000,116000,3.3,Hackensack Meridian Health,"Edison, NJ","Edison, NJ",-1,NPO,Health Care Services & Hospitals,Health Care,$5 to $10 billion,scientist,0,0,1,1,1,0,0,0,-1,L
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",69000,116000,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",27,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,0,0,0,0,0,0,0,0,27,L
Data Scientist,69000,116000,3.2,Net2Source Inc.,"Alpharetta, GA","Somerset, NJ",16,Private,Staffing & Outsourcing,Business Services,$100 to $500 million,scientist,1,1,1,0,0,0,0,0,16,L
Data Scientist,69000,116000,3.2,The Trade Desk,"Boulder, CO","Ventura, CA",14,Public,Internet,Information Technology,-1,scientist,0,1,1,0,0,0,0,0,14,L
Data Scientist- Industrial Discrete Sector Industry,69000,116000,3.7,IBM,"Atlanta, GA","Armonk, NY",112,Public,IT Services,Information Technology,$10+ billion,scientist,1,0,1,0,0,0,1,1,112,L
Data Scientist,69000,116000,4.4,Knowesis Inc.,"Falls Church, VA","Fairfax, VA",16,Private,Consulting,Business Services,$25 to $50 million,scientist,0,1,1,1,0,1,0,0,16,M
Data Scientist,69000,116000,3.1,MoTek Technologies,"Mountain View, CA","San Jose, CA",14,Private,IT Services,Information Technology,$1 to $5 million,scientist,1,1,1,0,0,0,0,0,14,S
Data Scientist,69000,116000,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",143,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion,scientist,1,1,1,0,0,0,0,0,143,L
Data Scientist,69000,116000,3.5,HPOne,"Trumbull, CT","Trumbull, CT",17,Private,Insurance Carriers,Insurance,$50 to $100 million,scientist,1,0,1,1,0,0,0,0,17,L
Data Scientist,69000,116000,0,Stride Search,"San Francisco, CA","Westlake Village, CA",-1,Private,-1,-1,Less than $1 million,scientist,0,0,1,0,0,0,0,0,-1,S
Machine Learning Engineer,69000,116000,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",39,Education,Colleges & Universities,Education,-1,engineer,0,0,1,0,0,0,0,1,39,L
Data Scientist,69000,116000,0,Blue Cloak LLC,"Sterling, VA",-1,-1,-1,-1,-1,-1,scientist,0,1,1,1,0,1,0,1,-1,-1
Data Scientist,69000,116000,2.7,TBWA\Chiat\Day,"New York, NY","New York, NY",55,Public,Advertising & Marketing,Business Services,$100 to $500 million,scientist,1,1,1,1,1,0,0,0,55,L
Data Scientist,69000,116000,3.5,ThreeBridge Solutions,"Alpharetta, GA","Minneapolis, MN",14,Private,Consulting,Business Services,-1,scientist,0,1,1,0,0,0,0,0,14,L
Data Scientist,69000,116000,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",-1,Private,Staffing & Outsourcing,Business Services,$5 to $10 million,scientist,0,1,1,0,0,0,0,0,-1,S
Data Analyst - Unilever Prestige,69000,116000,3.8,Dermalogica,"Carson, CA","Carson, CA",37,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million,analyst,0,1,1,1,0,0,0,0,37,L
Data Scientist,69000,116000,4.2,Centraprise,"Foster City, CA","Edison, NJ",-1,Private,IT Services,Information Technology,Less than $1 million,scientist,0,1,1,0,0,0,0,0,-1,M
Data Scientist,69000,116000,4.8,TechProjects,"New York, NY","North Brunswick, NJ",12,Private,IT Services,Information Technology,-1,scientist,1,1,1,1,0,0,0,0,12,S
Data Scientist,69000,116000,4.2,DW Simpson,"Frederick, MD","Chicago, IL",34,Private,Staffing & Outsourcing,Business Services,$10 to $25 million,scientist,1,1,1,1,0,0,0,0,34,M
Data & Machine Learning Scientist,31000,56000,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",8,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,scientist,0,1,1,0,0,0,0,1,8,L
Data Scientist,31000,56000,4,Grid Dynamics,"Santa Clara, CA","San Ramon, CA",17,Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million,scientist,1,1,1,1,0,0,0,0,17,L
"VP, Data Science",31000,56000,3.9,7Park Data,"New York, NY","New York, NY",11,Private,Research & Development,Business Services,-1,other job role,1,0,1,0,0,0,0,1,11,M
Senior Business Intelligence Analyst,31000,56000,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",24,Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million,analyst,0,1,0,0,0,0,0,0,24,L
Data Scientist,31000,56000,3.9,LinQuest,"Colorado Springs, CO","Los Angeles, CA",19,Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million,scientist,1,1,1,1,1,0,0,0,19,L
Data Engineer - Kafka,31000,56000,3.5,Western Digital,"San Jose, CA","San Jose, CA",53,Public,Computer Hardware & Software,Information Technology,$10+ billion,engineer,0,0,1,0,0,0,0,0,53,L
Data Scientist,31000,56000,4,Trexquant Investment,United States,"Stamford, CT",11,Private,Investment Banking & Asset Management,Finance,-1,scientist,0,1,1,0,0,0,0,0,11,S
Data Scientist,31000,56000,3,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",136,Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion,scientist,0,0,0,0,0,0,0,0,136,L
Data Scientist,31000,56000,3.7,Fleetcor,"Atlanta, GA","Atlanta, GA",23,Public,Financial Transaction Processing,Finance,$2 to $5 billion,scientist,1,0,1,1,0,1,0,0,23,L
Data Scientist,31000,56000,4.5,Radiant Digital,"Washington, DC","New York, NY",-1,Private,-1,-1,Less than $1 million,scientist,1,1,1,0,0,1,0,0,-1,S
Data Scientist,31000,56000,2.8,Child Care Aware of America,"Arlington, VA","Arlington, VA",36,NPO,Social Assistance,Non-Profit,$25 to $50 million,scientist,1,1,1,0,0,1,0,0,36,M
Data Scientist,31000,56000,4.1,IntelliPro Group Inc.,"Santa Clara, CA","Santa Clara, CA",-1,Private,-1,-1,$10 to $25 million,scientist,1,0,1,0,0,0,0,1,-1,L
In-Line Inspection Data Analyst,31000,56000,2.9,Quest Integrity,"Tulsa, OK","Kent, WA",27,Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million,analyst,1,0,0,0,0,0,0,0,27,L
Data Scientist,31000,56000,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",21,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million,scientist,0,1,0,0,0,0,0,0,21,L
Data Scientist,31000,56000,3.4,USI,"Southfield, MI","Saint Paul, MN",25,Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million,scientist,1,1,1,0,1,0,0,0,25,L
Data Scientist,31000,56000,3.9,Apex Systems,"San Francisco, CA","Glen Allen, VA",28,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion,scientist,0,1,0,0,0,0,0,0,28,L
Data Scientist,31000,56000,2.9,"Pragmatics, Inc.",United States,"Reston, VA",38,Private,IT Services,Information Technology,$100 to $500 million,scientist,0,0,1,0,0,0,0,0,38,L
Decision Scientist,31000,56000,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",81,NPO,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,scientist,1,0,0,0,0,0,0,1,81,L
Data Scientist,31000,56000,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",13,Private,Enterprise Software & Network Solutions,Information Technology,-1,scientist,0,0,1,0,0,0,0,1,13,S
Data Scientist - TS/SCI FSP or CI Required,31000,56000,5,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",12,Private,IT Services,Information Technology,$1 to $5 million,scientist,0,0,1,0,0,0,0,0,12,S
"Data Scientist, Applied Machine Learning - Bay Area",95000,119000,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",8,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,scientist,0,1,1,0,0,0,0,0,8,L
Data Scientist,95000,119000,3.5,The Knot Worldwide,"Washington, DC","Chevy Chase, MD",4,Private,Internet,Information Technology,-1,scientist,0,0,1,0,0,0,1,0,4,L
Data Scientist,95000,119000,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",13,Private,Health Care Services & Hospitals,Health Care,$1 to $5 million,scientist,1,0,1,1,0,0,0,0,13,S
Data Scientist,95000,119000,4,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",-1,Private,Accounting,Accounting & Legal,Less than $1 million,scientist,0,1,1,0,0,0,0,0,-1,S
Data Analyst,95000,119000,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",11,Public,Consulting,Business Services,$1 to $5 million,analyst,1,1,1,1,0,0,0,0,11,M
Data Scientist,95000,119000,3.4,Dice.com,"Newton, MA","Denver, CO",33,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million,scientist,1,1,1,0,0,1,0,0,33,L
Data Scientist,95000,119000,3.5,Gap Inc.,"San Francisco, CA","San Francisco, CA",54,Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion,scientist,0,1,1,0,0,0,1,1,54,L
Data Scientist,95000,119000,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",-1,Private,-1,-1,$1 to $5 million,scientist,1,1,1,0,0,1,0,0,-1,S
Data Scientist,95000,119000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,95000,119000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,95000,119000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,95000,119000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,95000,119000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,95000,119000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,95000,119000,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",35,Private,Staffing & Outsourcing,Business Services,$10 to $25 million,scientist,1,1,1,1,0,0,0,0,35,S
Data Scientist,95000,119000,4,New York Technology Partners,"Seattle, WA","Jersey City, NJ",24,Private,Computer Hardware & Software,Information Technology,$10 to $25 million,scientist,1,1,1,0,0,0,0,0,24,M
Data Scientist,95000,119000,4,Two95 International Inc.,"Chicago, IL","Cherry Hill, NJ",-1,Private,Staffing & Outsourcing,Business Services,$1 to $5 million,scientist,0,1,1,0,0,0,0,0,-1,S
Data Scientist,95000,119000,0,Sophinea,"Chantilly, VA",-1,-1,-1,-1,-1,-1,scientist,0,1,0,0,0,1,0,0,-1,S
Data Scientist,95000,119000,4.7,CRS Group,"Chicago, IL","Itasca, IL",29,Private,Staffing & Outsourcing,Business Services,$10 to $25 million,scientist,0,0,0,0,0,0,0,0,29,M
Data Scientist,95000,119000,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",25,Private,Consulting,Business Services,$25 to $50 million,scientist,0,0,1,0,0,0,0,0,25,M
Data Scientist - TS/SCI Required,95000,119000,5,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",12,Private,IT Services,Information Technology,$1 to $5 million,scientist,0,0,1,0,0,0,0,0,12,S
Senior Principal Data Scientist (Python/R),212000,331000,4.1,Roche,"Pleasanton, CA","Basel, Switzerland",127,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,1,1,1,0,0,0,0,1,127,L
"Real World Science, Data Scientist",212000,331000,4,AstraZeneca,"Wilmington, DE","Cambridge, United Kingdom",110,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,0,1,1,0,0,0,0,1,110,L
Data Scientist,212000,331000,3.6,Creative Circle,United States,"Los Angeles, CA",21,Public,Staffing & Outsourcing,Business Services,-1,scientist,0,1,1,0,0,0,0,0,21,L
Data Scientist(s)/Machine Learning Engineer,212000,331000,5,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",36,Private,Staffing & Outsourcing,Business Services,-1,scientist,1,0,1,0,0,1,0,0,36,S
Senior Data Scientist,212000,331000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,scientist,1,1,1,0,0,0,0,0,-1,L
Data Scientist,212000,331000,4.7,Sharpedge Solutions Inc,"Seattle, WA","Lombard, IL",-1,Private,Publishing,Media,Less than $1 million,scientist,1,1,1,0,0,0,0,0,-1,-1
Data Scientist,212000,331000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,scientist,0,1,1,1,0,1,0,0,-1,L
Data Scientist,212000,331000,3.6,Alaka`ina Foundation Family of Companies,"Fort Sam Houston, TX","Honolulu, HI",-1,Government,-1,-1,-1,scientist,0,1,1,0,0,0,0,0,-1,L
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,212000,331000,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",76,NPO,Research & Development,Business Services,$500 million to $1 billion,scientist,1,0,1,0,0,0,0,0,76,L
Data Scientist,212000,331000,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",13,Public,Aerospace & Defense,Aerospace & Defense,-1,scientist,1,0,0,0,0,1,0,0,13,M
Data Science Software Engineer,212000,331000,4.8,Klaviyo,"Boston, MA","Boston, MA",11,Private,Computer Hardware & Software,Information Technology,-1,engineer,0,0,1,0,0,1,0,0,11,L
"Scientist / Group Lead, Cancer Biology",212000,331000,0,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1,scientist,1,0,0,0,0,0,0,1,-1,-1
Data Scientist,212000,331000,4,Comtech Global Inc,"Washington, DC","Columbus, OH",-1,Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million,scientist,0,1,1,1,1,0,0,0,-1,M
Data Scientist,212000,331000,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",13,Public,IT Services,Information Technology,$10 to $25 million,scientist,1,1,1,0,0,0,1,0,13,M
"Manager, Field Application Scientist, Southeast",212000,331000,4.2,10x Genomics,"Raleigh, NC","Pleasanton, CA",11,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,scientist,1,0,0,0,0,0,0,0,11,L
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,212000,331000,3.9,Southwest Research Institute,"Dayton, OH","San Antonio, TX",76,NPO,Research & Development,Business Services,$500 million to $1 billion,scientist,1,0,1,0,0,0,0,0,76,L
Data Scientist,212000,331000,0,CompuForce,"New York, NY","New York, NY",-1,Private,-1,-1,-1,scientist,1,0,0,0,0,0,0,1,-1,-1
Data Scientist,212000,331000,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",43,Private,Staffing & Outsourcing,Business Services,-1,scientist,0,1,1,0,0,0,1,1,43,S
Scientist - Machine Learning,212000,331000,3.5,Allen Institute,"Seattle, WA","Seattle, WA",20,NPO,Research & Development,Business Services,$100 to $500 million,scientist,0,0,0,0,0,0,0,1,20,L
Data Scientist,212000,331000,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",47,Public,Wholesale,Business Services,$1 to $2 billion,scientist,1,1,1,1,0,0,0,0,47,L
Data Scientist,212000,331000,3.5,Aptive,"Washington, DC","Alexandria, VA",11,Private,Consulting,Business Services,$25 to $50 million,scientist,1,1,1,1,1,1,0,0,11,M
Data Scientist - Image and Video Analytics,66000,112000,4.9,The Mom Project,"Longmont, CO","Chicago, IL",7,Private,Staffing & Outsourcing,Business Services,-1,scientist,0,0,1,0,0,0,1,1,7,S
Data Scientist,66000,112000,3.6,Powertek,"Washington, DC","Rockville, MD",22,Private,IT Services,Information Technology,$25 to $50 million,scientist,0,0,0,0,0,0,0,0,22,M
Data Scientist,66000,112000,5,JCD Staffing,"Washington, DC","Germantown, MD",-1,Private,-1,-1,-1,scientist,1,1,1,1,1,0,0,0,-1,S
Data Scientist,66000,112000,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",22,Private,Staffing & Outsourcing,Business Services,$1 to $5 million,scientist,1,1,1,1,0,1,0,0,22,S
Senior Data Engineer,66000,112000,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",14,Private,Internet,Information Technology,-1,engineer,1,0,1,0,0,0,0,0,14,L
Data Scientist,66000,112000,3.4,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD","Orlando, FL",37,Private,IT Services,Information Technology,$25 to $50 million,scientist,1,0,0,0,0,0,0,0,37,M
Machine Learning Scientist / Engineer,66000,112000,4.1,Apple,"Santa Clara, CA","Cupertino, CA",47,Public,Computer Hardware & Software,Information Technology,$10+ billion,scientist,0,0,0,0,0,0,0,1,47,L
Data Scientist,66000,112000,4.1,Kforce,"Fairfax, VA","Tampa, FL",57,Public,Staffing & Outsourcing,Business Services,$1 to $2 billion,scientist,0,0,0,0,0,1,0,0,57,L
Sr. Data Scientist,66000,112000,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",12,Private,Travel Agencies,Travel & Tourism,-1,scientist,0,1,1,0,0,0,1,1,12,L
"Intelligence Data Analyst, Senior",66000,112000,4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",13,Private,IT Services,Information Technology,$100 to $500 million,analyst,0,0,1,0,0,0,0,0,13,L
Data Science Analyst,66000,112000,4.4,OppLoans,"Chicago, IL","Chicago, IL",11,Private,Lending,Finance,$100 to $500 million,analyst,0,1,1,0,0,0,0,0,11,L
Data Scientist,66000,112000,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",24,Private,IT Services,Information Technology,$50 to $100 million,scientist,1,1,1,0,0,0,0,0,24,L
Data Scientist,66000,112000,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",115,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",-1,scientist,1,1,1,0,0,0,0,0,115,L
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,66000,112000,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",76,NPO,Research & Development,Business Services,$500 million to $1 billion,scientist,1,1,1,0,0,0,0,0,76,L
Data Scientist,66000,112000,3.9,Brillient,"Silver Spring, MD","Reston, VA",17,Private,IT Services,Information Technology,$25 to $50 million,scientist,1,0,1,0,0,0,0,0,17,L
Data Modeler (Analytical Systems),66000,112000,3.7,MassMutual,"Boston, MA","Springfield, MA",172,Private,Insurance Carriers,Insurance,$10+ billion,other job role,1,1,0,0,0,0,0,0,172,L
Data Scientist,66000,112000,2.9,Xator Corporation,"Washington, DC","Reston, VA",-1,Contract,IT Services,Information Technology,$25 to $50 million,scientist,0,0,0,0,0,0,0,0,-1,L
Data Scientist,66000,112000,4.6,HAN IT Staffing Inc.,"New York, NY","Totowa, NJ",11,Private,IT Services,Information Technology,-1,scientist,1,1,1,0,0,0,0,0,11,M
Data Scientist,66000,112000,3.4,Infinitive Inc,"McLean, VA","Cedar Rapids, IA",26,Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million,scientist,1,1,1,0,0,1,0,0,26,L
"Data Engineer (Analytics, SQL, Python, AWS)",66000,112000,4,Travelers,"Hartford, CT","Hartford, CT",170,Public,Insurance Carriers,Insurance,$10+ billion,engineer,0,1,1,0,0,0,0,0,170,L
